Experiment
% Mast Angle, Arm Angle, Background RSSI, Transmission RSSI
-180,0.0,0.0,(0.0001878079809368113+0.00033730116342113944j),0.0001878079809368113
-179,0.0,0.0,(0.00019620579080200994+0.00023197806797938352j),0.00019620579080200994
-178,0.0,0.0,(0.00021817517049366314+0.0002365717642412844j),0.00021817517049366314
-177,0.0,0.0,(0.00018666246853760057+0.00023228084811558795j),0.00018666246853760057
-176,0.0,0.0,(0.0001943803441589513+0.00024647925360440654j),0.0001943803441589513
-175,0.0,0.0,(0.00019086998947895667+0.00024163767465563152j),0.00019086998947895667
-174,0.0,0.0,(0.00018783548225413828+0.00023636260171017352j),0.00018783548225413828
-173,0.0,0.0,(0.00018488866417282586+0.00022710236300855228j),0.00018488866417282586
-172,0.0,0.0,(0.00018485539367359027+0.00023270741582856802j),0.00018485539367359027
-171,0.0,0.0,(0.00018763979229039846+0.00023647074394936852j),0.00018763979229039846
-170,0.0,0.0,(0.0001953355453591602+0.00023949796401555887j),0.0001953355453591602
-169,0.0,0.0,(0.00019323912524223685+0.00023933684293893026j),0.00019323912524223685
-168,0.0,0.0,(0.0001889447948463914+0.00022942576552932955j),0.0001889447948463914
-167,0.0,0.0,(0.00019269283942412768+0.00021991850400730328j),0.00019269283942412768
-166,0.0,0.0,(0.00020630671326530786+0.00023189163564448604j),0.00020630671326530786
-165,0.0,0.0,(0.00018069148077497796+0.00022061375310221284j),0.00018069148077497796
-164,0.0,0.0,(0.00018417877305990557+0.00023419653899935222j),0.00018417877305990557
-163,0.0,0.0,(0.00019070378669789557+0.00024040317222470909j),0.00019070378669789557
-162,0.0,0.0,(0.0001887889011993168+0.00023130983398577022j),0.0001887889011993168
-161,0.0,0.0,(0.00018797309705119816+0.0002312360909623272j),0.00018797309705119816
-160,0.0,0.0,(0.00018997027464531062+0.00024016230583894082j),0.00018997027464531062
-159,0.0,0.0,(0.00018865979902224118+0.00023012687835556353j),0.00018865979902224118
-158,0.0,0.0,(0.00019643898639807236+0.0002458829044482275j),0.00019643898639807236
-157,0.0,0.0,(0.00019349107288503902+0.00023042241220337024j),0.00019349107288503902
-156,0.0,0.0,(0.00019397276843752026+0.0002351189293935782j),0.00019397276843752026
-155,0.0,0.0,(0.0001939667611990308+0.00023428688714252082j),0.0001939667611990308
-154,0.0,0.0,(0.00019587975385746193+0.00023481357987018516j),0.00019587975385746193
-153,0.0,0.0,(0.0001931769304756965+0.00023128844182010802j),0.0001931769304756965
-152,0.0,0.0,(0.00019789064181407375+0.00023650588442985536j),0.00019789064181407375
-151,0.0,0.0,(0.0001825409583211319+0.00023790144001282137j),0.0001825409583211319
-150,0.0,0.0,(0.00018766282245065197+0.0002294839329586386j),0.00018766282245065197
-149,0.0,0.0,(0.0002061535834672056+0.00022989682887915034j),0.0002061535834672056
-148,0.0,0.0,(0.00019668121507504318+0.00023410603667545338j),0.00019668121507504318
-147,0.0,0.0,(0.0001968019217930022+0.00022848131062488941j),0.0001968019217930022
-146,0.0,0.0,(0.00019163918144301568+0.00023545598167615551j),0.00019163918144301568
-145,0.0,0.0,(0.00018917615656669772+0.0002486673678369813j),0.00018917615656669772
-144,0.0,0.0,(0.00020094494369287348+0.0002497042058185997j),0.00020094494369287348
-143,0.0,0.0,(0.0001898422577374742+0.0002463485422197269j),0.0001898422577374742
-142,0.0,0.0,(0.00019110612978962644+0.00024228217415592533j),0.00019110612978962644
-141,0.0,0.0,(0.0001869704836984541+0.0002343162492606192j),0.0001869704836984541
-140,0.0,0.0,(0.00020844292651876092+0.0002419442168154549j),0.00020844292651876092
-139,0.0,0.0,(0.00020476730924219702+0.00025117057549874853j),0.00020476730924219702
-138,0.0,0.0,(0.00018321881656604142+0.00023509375025980054j),0.00018321881656604142
